             Session           ChannelID           SiteIndex                   X                   Y                   Z        DurationTime        AverageForce      MaxTemperature            MaxPower       BaseImpedance       ImpedanceDrop                 FTI             RFIndex      TagIndexStatus                   
                5850                   0                  23               0.395              54.937             107.006              19.917              20.471              33.125              32.125             140.628              14.994             408.000             458.459                   1                   
                5851                   0                  24               8.678              13.719              95.478              37.917               8.056              33.000              32.000             127.986              10.514             305.000             463.370                   1                   
                5851                   0                  25               5.821              23.859              92.269              10.050               6.105              33.125              31.750             126.099               6.780              61.000             276.563                   1                   
                5851                   0                  26               7.971              13.960              95.957              11.300               8.195              30.875              31.875             124.971               5.980              93.000             304.648                   1                   
                5852                   0                  27               4.819              18.074              95.374              39.067               6.967              31.875              31.875             123.389               5.741             272.000             455.949                   1                   
                5853                   0                  28               1.803              19.335              93.325              33.767               7.170              31.125              31.875             124.490               7.343             242.000             433.449                   1                   
                5854                   0                  29               0.744              23.727              91.482              26.467               7.856              33.500              31.875             123.447               8.329             208.000             405.921                   1                   
                5855                   0                  30               2.170              27.643              91.626               9.400               7.570              34.000              31.625             123.642               5.466              71.000             277.979                   1                   
                5855                   0                  31               4.650              25.438              92.863              30.467               5.675              32.250              32.375             121.612               8.262             173.000             401.574                   1                   
                5856                   0                  32               1.161              30.765              90.006              15.400               8.481              33.375              31.750             123.445               4.605             131.000             338.333                   1                   
                5857                   0                  33               6.097              26.276              93.281               6.433               4.884              32.000              31.875             126.946              13.954              31.000             225.542                   1                   
                5857                   0                  34               2.411              21.611              98.268               6.133               3.004              31.500              32.000             118.759               1.216              18.000             218.192                   1                   
                5858                   0                  35               1.313              28.976              93.913              32.817               4.654              31.750              31.625             122.431               6.016             153.000             401.555                   1                   
                5859                   0                  36               1.273              35.886              94.709              30.767               5.305              31.125              31.875             124.396               3.983             163.000             401.893                   1                   
                5860                   0                  37               1.818              36.193              93.163              15.050               5.985              31.125              31.625             127.314               6.420              90.000             315.041                   1                   
                5860                   0                  38               4.345              33.563              93.234              31.517               5.212              32.250              31.875             126.696               8.316             164.000             401.285                   1                   
                5861                   0                  39               1.875              46.180              97.832              25.117               7.608              31.625              32.000             127.502               2.360             191.000             401.940                   1                   
                5862                   0                  40               7.414              39.853              95.519              32.867               4.577              32.875              31.875             128.085               3.973             150.000             401.943                   1                   
                5863                   0                  41               4.059              41.303              96.186              28.567               6.030              32.750              32.000             125.612               4.739             172.000             401.969                   1                   
                5864                   0                  42               6.088              41.102              96.034              16.567               5.912              32.125              31.750             122.310               2.632              98.000             328.203                   1                   
                5864                   0                  43               7.976              38.313              93.346               9.033               4.496              32.375              31.500             126.575               4.512              41.000             255.828                   1                   
                5864                   0                  44               4.631              46.302              99.635              28.717               5.920              31.500              31.875             122.165               1.691             170.000             401.171                   1                   
                5865                   0                  45               1.655              49.601             104.395              31.867               4.902              32.000              31.750             124.728               4.516             156.000             401.578                   1                   
                5866                   0                  46               2.367              48.710             101.420              30.017               5.643              31.250              31.875             122.949               3.858             169.000             401.924                   1                   
                5867                   0                  47               2.785              50.580             106.255              33.467               4.038              31.875              31.875             124.300               5.908             135.000             401.271                   1                   
                5868                   0                  48              18.084              53.786             110.182              33.617              14.034              32.500              31.875             118.253               7.660             472.000             502.053                   1                   
                5869                   0                  49              12.505              54.184             111.508              25.717              21.550              32.000              32.000             121.021              10.166             554.000             503.325                   1                   
                5870                   0                  50              20.756              50.832             111.452              35.667              12.447              33.875              32.125             124.292              12.515             444.000             502.264                   1                   
                5871                   0                  51              18.273              48.700             113.606              31.367              15.365              31.750              31.875             113.632               4.393             482.000             503.205                   1                   
                5872                   0                  52              16.885              47.827             114.002              14.067              16.611              31.875              31.875             123.500              14.285             234.000             389.332                   1                   
                5872                   0                  53              18.417              46.010             112.066              31.450              14.969              32.750              32.000             120.586               9.738             471.000             501.878                   1                   
                5873                   0                  54              17.863              44.585             110.855              35.167              12.838              31.375              31.875             117.590               6.274             451.000             502.123                   1                   
                5874                   0                  55              14.643              41.810             108.543              43.067               9.365              32.500              32.125             120.282              11.027             403.000             501.373                   1                   
                5875                   0                  56              22.618              38.761             105.506               7.000               4.519              35.375              31.750             143.072              30.845              32.000             229.003                   1                   
                5875                   0                  57              18.911              41.122             106.230              47.267               8.061              34.625              31.875             118.204               8.630             381.000             501.227                   1                   
                5876                   0                  58              14.540              37.498             103.867              13.217              25.864              37.500              31.750             124.162              14.496             342.000             419.435                   1                   
                5877                   0                  59              16.994              31.419              98.105              22.167              17.243              37.750              25.625             141.962              23.693             382.000             401.667                   1                   
                5879                   0                  60              20.254              31.460             108.020               3.450               3.217              33.000              25.500          -10000.000          -10000.000              11.000             156.626                   1                   
                5879                   0                  61              20.653              33.339             109.023              34.400               3.828              32.750              25.750             111.099               1.389             132.000             362.658                   1                   
                5879                   0                  62              21.212              34.235             109.954              21.217               4.786              32.250              33.250             111.982               2.655             102.000             347.074                   1                   
                5880                   0                  63              21.390              36.473             112.516              38.900               4.490              30.500              31.875             114.409               4.370             175.000             429.187                   1                   
                5880                   0                  64              20.513              38.193             112.364               3.800               3.274              30.125              31.500          -10000.000          -10000.000              12.000             185.602                   1                   
                5880                   0                  65              19.375              38.910             111.617               4.367               3.596              29.875              31.625          -10000.000          -10000.000              16.000             196.187                   1                   
                5881                   0                  66              17.709              29.668              91.826              27.700               3.569              36.375              25.625             132.666              13.269              99.000             326.009                   1                   
                5881                   0                  67              16.657              27.317              91.612              49.067               3.702              34.500              25.875             121.159               4.696             182.000             401.116                   1                   
                5882                   0                  68              13.793              31.157              97.079              23.617              15.307              36.500              25.750             127.381              17.390             361.000             403.583                   1                   
                5883                   0                  69              16.017              24.249              91.960              31.400               3.588              35.000              25.750             123.431               5.132             113.000             342.341                   1                   
                5883                   0                  70              17.208              23.222              90.610               4.550               2.777              33.125              25.500          -10000.000          -10000.000              13.000             172.812                   1                   
                5884                   0                  71               8.913              27.485              92.221              49.367               3.546              35.000              26.000             123.938               9.377             175.000             401.005                   1                   
                5886                   0                  72              12.007              38.897             101.215               8.600               6.644              33.625              25.625             124.989               6.999              57.000             230.429                   1                   
                5887                   0                  73              12.976              39.247             102.528              16.667              11.931              35.875              25.750             124.602              13.368             199.000             332.604                   1                   
                5888                   0                  74             -28.725              34.823             121.147              50.017               7.569              35.500              32.000             130.488               8.335             379.000             501.092                   1                   
                5889                   0                  75             -28.544              30.105             122.897              44.217               9.067              35.125              31.875             127.424              13.482             401.000             501.608                   1                   
                5890                   0                  76             -31.122              30.884             120.490              43.917               9.251              32.500              32.125             123.354              12.173             406.000             500.875                   1                   
                5891                   0                  77             -31.630              28.159             119.010              59.467               4.410              31.000              31.875             119.105               4.851             262.000             488.958                   1                   
                5892                   0                  78             -34.004              24.729             119.880              32.267              14.440              35.500              32.000             124.017              18.221             466.000             502.699                   1                   
                5893                   0                  79             -35.312              22.982             117.279              34.317              13.279              34.000              32.000             116.421              12.625             456.000             502.319                   1                   
                5894                   0                  80             -35.211              20.820             116.234              38.567              11.214              34.000              32.125             113.011               8.752             432.000             502.074                   1                   
                5895                   0                  81             -36.421              19.177             112.556              34.567              13.319              36.125              31.875             117.697               5.606             460.000             502.928                   1                   
                5896                   0                  82             -36.643              17.380             110.791              31.017              15.604              37.750              32.000             116.596               7.199             484.000             503.630                   1                   
                5897                   0                  83             -37.577              16.061             109.183              34.617              13.353              33.875              31.875             114.497               5.894             462.000             501.803                   1                   
                5898                   0                  84             -37.944              14.575             105.928              47.117               8.227              31.250              32.125             113.760               2.528             388.000             502.117                   1                   
                5899                   0                  85             -34.555              14.900             102.227              32.917              14.168              30.875              32.000             114.718               1.298             466.000             499.330                   1                   
                5900                   0                  86             -24.194              38.984             119.513              27.367              18.788              32.500              31.875             121.415              16.146             514.000             503.463                   1                   
                5901                   0                  87             -22.821              35.126             122.047              20.567              28.322              33.500              32.000             119.988              16.426             582.000             501.891                   1                   
                5902                   0                  88             -23.221              33.570             121.876              14.867              20.320              32.125              32.000             111.214               9.155             302.000             412.652                   1                   
                5903                   0                  89             -23.588              34.957             121.335              22.067              25.927              32.125              32.000             113.449              12.440             572.000             502.401                   1                   
                5904                   0                  90             -22.579              42.209             113.902              21.967              18.272              32.875              25.875             117.895               4.164             401.000             404.389                   1                   
                5905                   0                  91             -24.023              40.961             117.551              17.967              25.129              33.875              25.625             116.189              11.428             451.000             403.397                   1                   
                5906                   0                  92             -21.027              44.312             106.793              10.417              15.595              33.500              25.625             121.822               3.838             162.000             302.689                   1                   
                5907                   0                  93             -25.091              40.361             111.066              39.167               6.760              33.750              25.750             116.141               2.457             265.000             400.866                   1                   
                5908                   0                  94             -25.986              41.348             106.107              35.467               8.376              33.375              25.750             119.689               4.386             297.000             402.753                   1                   
                5909                   0                  95             -25.790              39.905             111.182              42.317               5.950              33.375              26.125             114.823               2.871             252.000             401.030                   1                   
                5910                   0                  96             -27.724              38.925             107.766              48.517               4.970              33.625              26.000             115.219               2.253             241.000             411.129                   1                   
                5911                   0                  97             -32.215              38.054             104.843              43.117               5.584              33.875              25.875             122.917               9.302             241.000             401.090                   1                   
                5912                   0                  98             -32.765              37.497             101.224              40.167               6.337              33.000              25.875             119.172               3.607             255.000             401.114                   1                   
                5913                   0                  99             -33.526              35.023              98.968              35.067               8.506              33.250              25.750             121.779               8.281             298.000             401.404                   1                   
                5914                   0                 100             -34.233              29.180             100.036              33.967               8.728              33.125              25.750             116.488               0.709             296.000             401.302                   1                   
                5915                   0                 101             -33.293              30.660              95.554              27.717              12.350              33.250              25.875             118.351               4.035             342.000             404.544                   1                   
                5916                   0                 102             -34.514              27.148              91.167              24.617              14.655              32.750              25.875             121.269               4.634             361.000             401.945                   1                   
                5917                   0                 103             -31.629              23.445              91.746              47.417               4.482              31.750              25.875             114.736               0.394             213.000             400.131                   1                   
                5918                   0                 104             -28.053              22.244              90.012              40.567               6.267              33.000              26.000             117.639               2.329             254.000             402.466                   1                   
                5919                   0                 105             -30.517              15.707              88.352              35.567               8.021              32.250              26.000             120.828               4.628             285.000             401.305                   1                   
                5920                   0                 106             -27.702              18.743              90.448              45.767               5.003              32.000              26.000             115.907               2.118             229.000             401.637                   1                   
                5921                   0                 107             -34.540               9.024              84.868              29.417              10.665              34.500              25.750             126.449               7.977             314.000             400.454                   1                   
                5922                   0                 108             -33.688              13.035              86.185              38.217               7.010              33.500              25.875             124.204               8.187             268.000             401.630                   1                   
                5923                   0                 109             -42.657               5.966              82.633              30.967               9.854              35.125              25.875             131.215               3.819             305.000             400.159                   1                   
                5924                   0                 110             -40.442               6.580              83.114              32.517               9.556              34.375              25.750             130.866               7.358             311.000             402.067                   1                   
                5925                   0                 111             -40.229               7.169              82.901              29.667              10.211              35.000              25.625             123.901               1.549             303.000             403.027                   1                   
                5926                   0                 112             -37.411               8.581              83.752              30.067              10.678              35.125              25.750             126.076               8.902             321.000             402.065                   1                   
                5927                   0                 113             -48.152               8.366              90.791              59.467               4.047              32.000              32.375             128.147               5.136             241.000             498.362                   1                   
                5928                   0                 114             -45.250              13.476              94.175              41.467               9.932              33.625              32.250             123.049              10.335             412.000             501.568                   1                   
                5929                   0                 115             -43.107              12.515              93.279              46.817               8.323              33.875              32.000             113.070               4.970             390.000             501.282                   1                   
                5930                   0                 116             -43.554              16.351             105.096              42.967               9.317              34.750              32.125             121.908              11.385             400.000             501.157                   1                   
                5931                   0                 117             -42.114              16.832             102.245              40.067              10.177              36.375              32.125             117.101              12.942             408.000             500.568                   1                   
                5932                   0                 118             -42.243              16.244              95.332              44.167               9.422              35.000              32.000             113.596               7.261             416.000             501.509                   1                   
                5933                   0                 119             -41.801              18.756              99.581              24.867              21.630              36.375              32.000             115.024              13.057             538.000             503.838                   1                   
                5934                   0                 120             -48.038               5.998              85.669              28.017              18.378              38.250              31.750             140.162              23.970             515.000             503.483                   1                   
                5935                   0                 121             -44.887               8.738              85.859              28.567              17.647              35.000              31.750             124.357              12.677             504.000             503.617                   1                   
                5936                   0                 122             -44.991              32.407             102.622              39.767               6.311              35.500              25.875             116.073               4.054             251.000             402.100                   1                   
                5937                   0                 123             -35.651              34.431             100.975               9.650              15.528              36.000              25.750             113.514               7.319             150.000             293.801                   1                   
                5937                   0                 124             -29.004              32.901              97.201               5.667              11.790              34.875              25.750          -10000.000          -10000.000              67.000             227.506                   1                   
                5938                   0                 125             -36.783              33.075             102.142              20.850               2.902              33.375              25.750             110.467               3.325              61.000             295.801                   1                   
                5938                   0                 126             -38.188              32.397             101.743               6.100               2.824              32.625              25.875             108.731               1.168              17.000             192.755                   1                   
                5938                   0                 127             -40.982              32.939             102.136              30.317               6.485              34.375              25.625             109.540               0.643             197.000             367.979                   1                   
                5939                   0                 128             -48.729              28.334             108.242              31.367               9.965              34.000              26.000             112.048              -0.478             313.000             401.985                   1                   
                5940                   0                 129             -50.564              28.969             108.367              24.667              14.516              37.000              25.750             119.406               2.666             358.000             402.619                   1                   
                5941                   0                 130             -41.758              35.242             121.471              20.267              19.771              36.625              25.625             123.432              15.519             401.000             406.471                   1                   
                5942                   0                 131             -38.835              27.967             120.186              23.617              15.487              36.750              25.875             123.828              25.715             366.000             402.924                   1                   
                5943                   0                 132             -33.260              29.839             121.285              30.767              17.773              41.500              33.250             107.086              16.412             547.000             502.093                   1                   
                5944                   0                 133             -35.161              40.127             112.092              16.367              26.664              34.000              25.625             127.388              23.192             436.000             405.050                   1                   
                5945                   0                 134             -42.761              31.575             115.926              14.117               3.257              34.250              26.000             109.893               4.371              46.000             258.084                   1                   
                5946                   0                 135             -49.906              45.637             120.276              25.017               4.754              34.250              25.625             117.900               3.064             119.000             320.469                   1                   
                5947                   0                 136             -38.845              38.295             112.438              44.067               5.183              33.750              25.750             117.767               9.470             228.000             401.523                   1                   
                5948                   0                 137             -45.526              24.429             104.369              33.317              10.461              37.375              32.000             115.259              15.167             349.000             464.159                   1                   
                5949                   0                 138             -44.724              22.157             107.122              43.717               9.257              36.750              32.125             109.600              10.185             405.000             501.831                   1                   
                5950                   0                 139             -43.113              22.838             110.782              53.717               6.097              34.000              32.000             111.363               9.398             327.000             501.620                   1                   
                5951                   0                 140             -41.771              20.207             109.376              38.467              11.931              33.750              32.125             106.862               5.242             459.000             500.665                   1                   
                5952                   0                 141             -41.805              25.756             100.485              24.367              14.525              34.250              25.625             111.217               9.265             354.000             402.046                   1                   
                5953                   0                 142             -39.254              27.538             100.350              36.617               7.814              32.500              25.875             106.772               8.352             286.000             401.803                   1                   
                5954                   0                 143             -51.542               3.426              76.134              12.667               6.392              40.375              25.625             205.558              63.059              81.000             266.925                   1                   
                5955                   0                 144             -41.523               8.932              88.060              48.417               4.346              34.875              25.750             112.048               6.545             210.000             401.374                   1                   
                5956                   0                 145             -41.987              11.260              83.272              30.617              10.060              33.625              25.750             115.502               8.467             308.000             402.668                   1                   
                5957                   0                 146             -32.070              13.177              88.629              40.517               5.780              32.875              25.875             111.188               7.349             234.000             401.385                   1                   
                5958                   0                 147             -34.268              27.212              96.110              35.617               8.347              33.500              25.875             104.769               6.798             297.000             402.393                   1                   
                5959                   0                 148             -34.103              30.147              99.788              37.917               7.469              32.000              25.875             102.924               5.258             283.000             401.588                   1                   
                5960                   0                 149             -32.528              24.498             100.531              35.750               5.394              33.250              25.750             109.032               2.816             193.000             371.919                   1                   
                5960                   0                 150             -33.038              27.025             101.036               4.417               2.725              32.125              25.625          -10000.000          -10000.000              12.000             171.692                   1                   
                5961                   0                 151             -36.620              31.330             102.521              38.217               6.900              33.250              25.875             104.837               5.785             264.000             401.234                   1                   
                5962                   0                 152             -37.614              29.387             101.989              43.767               5.277              32.750              25.750             101.391               2.372             231.000             402.641                   1                   
                5963                   0                 153             -40.993              25.531              94.428               5.750               3.453              33.000              25.500             109.669               3.170              20.000             187.888                   1                   
                5964                   0                 154             -40.508              26.155              92.009               8.750               4.411              32.000              25.750             111.119               3.521              39.000             221.056                   1                   
                5964                   0                 155             -43.398              25.343              92.868              38.517               8.115              36.500              25.875             112.403               8.634             313.000             413.477                   1                   
                5965                   0                 156             -39.676              24.257              99.615               3.350               2.687              32.250              25.750          -10000.000          -10000.000               9.000             152.846                   1                   
