             Session           ChannelID           SiteIndex                   X                   Y                   Z        DurationTime        AverageForce      MaxTemperature            MaxPower       BaseImpedance       ImpedanceDrop                 FTI             RFIndex      TagIndexStatus                   
                2881                   0                  44               1.277              21.653              94.570               5.800               3.034          -10000.000          -10000.000          -10000.000          -10000.000              18.000          -10000.000                   0                   
                2881                   0                  45               0.624              20.104              93.882               7.100               4.088          -10000.000          -10000.000          -10000.000          -10000.000              29.000          -10000.000                   0                   
                2882                   0                  46               1.860              27.641              93.520               7.583               5.223          -10000.000          -10000.000          -10000.000          -10000.000              40.000          -10000.000                   0                   
                2883                   0                  47               3.965              17.275              93.121               4.050               4.017          -10000.000          -10000.000          -10000.000          -10000.000              16.000          -10000.000                   0                   
                2883                   0                  48               3.973              20.144              94.730               3.367               4.695          -10000.000          -10000.000          -10000.000          -10000.000              16.000          -10000.000                   0                   
                2883                   0                  49               3.940              19.560              94.641               4.767               4.333          -10000.000          -10000.000          -10000.000          -10000.000              21.000          -10000.000                   0                   
                2883                   0                  50               3.906              22.764              96.441               6.450               4.196          -10000.000          -10000.000          -10000.000          -10000.000              27.000          -10000.000                   0                   
                2883                   0                  51               4.825              29.769             100.048               3.633               6.099          -10000.000          -10000.000          -10000.000          -10000.000              22.000          -10000.000                   0                   
                2883                   0                  52               6.122              31.407             102.203               3.717               9.170          -10000.000          -10000.000          -10000.000          -10000.000              34.000          -10000.000                   0                   
                2884                   0                  53               3.829              32.050              97.683               9.867              12.217          -10000.000          -10000.000          -10000.000          -10000.000             121.000          -10000.000                   0                   
                2885                   0                  54             -12.820              47.567             105.830               5.167               3.275          -10000.000          -10000.000          -10000.000          -10000.000              17.000          -10000.000                   0                   
                2890                   0                  55              -3.293              24.823              91.797               3.233               3.075          -10000.000          -10000.000          -10000.000          -10000.000              10.000          -10000.000                   0                   
                2890                   0                  56              -3.715              28.462              93.052               3.067               3.444          -10000.000          -10000.000          -10000.000          -10000.000              11.000          -10000.000                   0                   
                2890                   0                  57              -4.270              30.436              94.445               4.133               4.186          -10000.000          -10000.000          -10000.000          -10000.000              17.000          -10000.000                   0                   
                2890                   0                  58              -3.198              31.953              95.587               4.250               3.503          -10000.000          -10000.000          -10000.000          -10000.000              15.000          -10000.000                   0                   
                2891                   0                  59              -2.743              31.470              94.221              18.417               4.365          -10000.000          -10000.000          -10000.000          -10000.000              80.000          -10000.000                   0                   
                2891                   0                  60              -2.427              33.897              96.768               4.517               4.749          -10000.000          -10000.000          -10000.000          -10000.000              21.000          -10000.000                   0                   
                2892                   0                  61              -3.520              37.044              97.515               5.550               5.027          -10000.000          -10000.000          -10000.000          -10000.000              28.000          -10000.000                   0                   
                2894                   0                  62              -5.207              33.531              98.516               4.350               3.220          -10000.000          -10000.000          -10000.000          -10000.000              14.000          -10000.000                   0                   
                2895                   0                  63               0.024              35.680             102.454               8.133               3.863          -10000.000          -10000.000          -10000.000          -10000.000              31.000          -10000.000                   0                   
                2895                   0                  64               0.441              41.290             103.494               5.083               3.773          -10000.000          -10000.000          -10000.000          -10000.000              19.000          -10000.000                   0                   
                2896                   0                  65             -66.551              10.853              83.630              36.667              12.045          -10000.000          -10000.000          -10000.000          -10000.000             442.000          -10000.000                   0                   
                2896                   0                  66             -61.318               6.902              88.753               5.750               9.060          -10000.000          -10000.000          -10000.000          -10000.000              52.000          -10000.000                   0                   
                2897                   0                  67             -62.993               6.009              87.077              21.533               3.473          -10000.000          -10000.000          -10000.000          -10000.000              75.000          -10000.000                   0                   
                2898                   0                  68             -60.970               6.418              85.861               9.400               7.385          -10000.000          -10000.000          -10000.000          -10000.000              69.000          -10000.000                   0                   
                2898                   0                  69             -53.154               7.353              87.240              28.433              10.214          -10000.000          -10000.000          -10000.000          -10000.000             290.000          -10000.000                   0                   
                2899                   0                  70             -52.811               9.331              85.800               9.017               6.272          -10000.000          -10000.000          -10000.000          -10000.000              57.000          -10000.000                   0                   
                2900                   0                  71             -54.866              33.711              84.848              19.800               8.870          -10000.000          -10000.000          -10000.000          -10000.000             176.000          -10000.000                   0                   
                2900                   0                  72             -45.983              27.993              85.074               6.217              15.193          -10000.000          -10000.000          -10000.000          -10000.000              94.000          -10000.000                   0                   
                2901                   0                  73             -50.063              27.120              87.341               9.083               5.320          -10000.000          -10000.000          -10000.000          -10000.000              48.000          -10000.000                   0                   
                2901                   0                  74             -54.264              34.259              86.029              18.633              10.169          -10000.000          -10000.000          -10000.000          -10000.000             189.000          -10000.000                   0                   
                2901                   0                  75             -51.515              36.424              91.216              10.917              34.221          -10000.000          -10000.000          -10000.000          -10000.000             374.000          -10000.000                   0                   
                2902                   0                  76             -52.554              40.772              97.395               9.833               4.574          -10000.000          -10000.000          -10000.000          -10000.000              45.000          -10000.000                   0                   
                2903                   0                  77             -50.898              43.733              94.831              20.983              14.671          -10000.000          -10000.000          -10000.000          -10000.000             308.000          -10000.000                   0                   
                2903                   0                  78             -56.887              45.795              98.382               5.083              10.602          -10000.000          -10000.000          -10000.000          -10000.000              54.000          -10000.000                   0                   
                2904                   0                  79             -49.046              43.049              92.390               3.567               5.066          -10000.000          -10000.000          -10000.000          -10000.000              18.000          -10000.000                   0                   
                2905                   0                  80             -52.130              24.548              79.034               9.983              15.167          -10000.000          -10000.000          -10000.000          -10000.000             151.000          -10000.000                   0                   
                2906                   0                  81             -53.495              23.077              79.192              31.967               8.108          -10000.000          -10000.000          -10000.000          -10000.000             259.000          -10000.000                   0                   
                2907                   0                  82             -50.191              20.979              80.083              16.367              15.470          -10000.000          -10000.000          -10000.000          -10000.000             253.000          -10000.000                   0                   
                2908                   0                  83             -48.624              19.416              80.295               4.217              14.645          -10000.000          -10000.000          -10000.000          -10000.000              62.000          -10000.000                   0                   
                2908                   0                  84             -56.036              18.443              79.485               3.700              11.944          -10000.000          -10000.000          -10000.000          -10000.000              44.000          -10000.000                   0                   
                2909                   0                  85             -52.532              12.890              81.147               7.200              19.326          -10000.000          -10000.000          -10000.000          -10000.000             139.000          -10000.000                   0                   
                2910                   0                  86             -54.161              15.534              80.911               4.767              12.347          -10000.000          -10000.000          -10000.000          -10000.000              59.000          -10000.000                   0                   
                2911                   0                  87             -48.883              16.923              82.096              26.433              13.397          -10000.000          -10000.000          -10000.000          -10000.000             354.000          -10000.000                   0                   
                2913                   0                  88             -50.852              10.558              84.828              23.817              17.420          -10000.000          -10000.000          -10000.000          -10000.000             415.000          -10000.000                   0                   
                2913                   0                  89             -49.733              14.513              82.832               6.567              10.672          -10000.000          -10000.000          -10000.000          -10000.000              70.000          -10000.000                   0                   
                2914                   0                  90             -46.395              12.530              81.607               6.117              13.252          -10000.000          -10000.000          -10000.000          -10000.000              81.000          -10000.000                   0                   
                2914                   0                  91             -51.307              17.506              79.747               3.600              10.661          -10000.000          -10000.000          -10000.000          -10000.000              38.000          -10000.000                   0                   
                2914                   0                  92             -46.755              17.941              80.381               5.450               9.797          -10000.000          -10000.000          -10000.000          -10000.000              53.000          -10000.000                   0                   
                2914                   0                  93             -49.841              20.539              79.877               3.350               8.814          -10000.000          -10000.000          -10000.000          -10000.000              30.000          -10000.000                   0                   
                2914                   0                  94             -42.940              20.707              81.795              15.750              11.120          -10000.000          -10000.000          -10000.000          -10000.000             175.000          -10000.000                   0                   
                2914                   0                  95             -48.472              29.432              84.452              18.383               9.969          -10000.000          -10000.000          -10000.000          -10000.000             183.000          -10000.000                   0                   
                2915                   0                  96             -51.764              35.577              92.375              12.533               8.032          -10000.000          -10000.000          -10000.000          -10000.000             101.000          -10000.000                   0                   
                2916                   0                  97             -50.402              39.381              97.109              16.433               8.791          -10000.000          -10000.000          -10000.000          -10000.000             144.000          -10000.000                   0                   
                2916                   0                  98             -45.765              35.805             105.322              12.050               2.980          -10000.000          -10000.000          -10000.000          -10000.000              36.000          -10000.000                   0                   
                2917                   0                  99             -59.220              25.288              85.251               3.517               4.219          -10000.000          -10000.000          -10000.000          -10000.000              15.000          -10000.000                   0                   
                2917                   0                 100             -64.690              24.574              82.704               3.133               2.729          -10000.000          -10000.000          -10000.000          -10000.000               9.000          -10000.000                   0                   
                2917                   0                 101             -65.028              25.009              88.113               3.250               2.430          -10000.000          -10000.000          -10000.000          -10000.000               8.000          -10000.000                   0                   
                2917                   0                 102             -68.755              26.395              84.920               6.750               3.078          -10000.000          -10000.000          -10000.000          -10000.000              21.000          -10000.000                   0                   
                2917                   0                 103             -71.657              27.018              83.462              21.433               8.948          -10000.000          -10000.000          -10000.000          -10000.000             192.000          -10000.000                   0                   
                2918                   0                 104             -57.677              26.840              88.646               5.700               7.255          -10000.000          -10000.000          -10000.000          -10000.000              41.000          -10000.000                   0                   
                2918                   0                 105             -55.789              24.218              85.959               4.483               8.144          -10000.000          -10000.000          -10000.000          -10000.000              37.000          -10000.000                   0                   
                2919                   0                 106             -58.046              30.507              91.054               5.583               2.517          -10000.000          -10000.000          -10000.000          -10000.000              14.000          -10000.000                   0                   
                2919                   0                 107             -54.988              29.825              88.495               4.617              10.606          -10000.000          -10000.000          -10000.000          -10000.000              49.000          -10000.000                   0                   
                2920                   0                 108             -69.736              19.122              87.878              34.867               5.985          -10000.000          -10000.000          -10000.000          -10000.000             209.000          -10000.000                   0                   
                2920                   0                 109             -72.227               9.764              85.867              14.850               5.871          -10000.000          -10000.000          -10000.000          -10000.000              87.000          -10000.000                   0                   
                2920                   0                 110             -72.932              17.374              86.252              11.033               9.121          -10000.000          -10000.000          -10000.000          -10000.000             101.000          -10000.000                   0                   
                2920                   0                 111             -70.603              22.463              86.834               9.633              15.306          -10000.000          -10000.000          -10000.000          -10000.000             147.000          -10000.000                   0                   
                2921                   0                 112             -50.573              44.003             110.414              14.533               3.764          -10000.000          -10000.000          -10000.000          -10000.000              55.000          -10000.000                   0                   
                2922                   0                 113             -50.362              37.217             114.658               5.617              15.373          -10000.000          -10000.000          -10000.000          -10000.000              86.000          -10000.000                   0                   
                2922                   0                 114             -45.421              34.351             111.399               7.100              39.227          -10000.000          -10000.000          -10000.000          -10000.000             279.000          -10000.000                   0                   
                2923                   0                 115             -49.537              35.236             113.110               9.683              15.220          -10000.000          -10000.000          -10000.000          -10000.000             147.000          -10000.000                   0                   
                2923                   0                 116             -50.784              35.448             117.562              53.800               9.667          -10000.000          -10000.000          -10000.000          -10000.000             520.000          -10000.000                   0                   
                2924                   0                 117             -66.645              10.628              88.660              22.533              20.455          -10000.000          -10000.000          -10000.000          -10000.000             461.000          -10000.000                   0                   
                2924                   0                 118             -65.402              13.144              90.547              16.500              22.110          -10000.000          -10000.000          -10000.000          -10000.000             365.000          -10000.000                   0                   
                2925                   0                 119             -67.578              12.292              92.457               8.167              10.819          -10000.000          -10000.000          -10000.000          -10000.000              88.000          -10000.000                   0                   
                2926                   0                 120             -66.843              18.514              98.660              46.633              10.178          -10000.000          -10000.000          -10000.000          -10000.000             475.000          -10000.000                   0                   
                2926                   0                 121             -65.771              19.313             106.051               6.250               4.234          -10000.000          -10000.000          -10000.000          -10000.000              26.000          -10000.000                   0                   
                2927                   0                 122             -64.205              25.574             111.742              21.217               8.104          -10000.000          -10000.000          -10000.000          -10000.000             172.000          -10000.000                   0                   
                2928                   0                 123             -62.797              27.682             111.784              41.333              14.218          -10000.000          -10000.000          -10000.000          -10000.000             588.000          -10000.000                   0                   
                2928                   0                 124             -57.476              33.842             116.443              10.350              10.438          -10000.000          -10000.000          -10000.000          -10000.000             108.000          -10000.000                   0                   
                2929                   0                 125             -54.953              39.519             113.116              19.133              15.328          -10000.000          -10000.000          -10000.000          -10000.000             293.000          -10000.000                   0                   
                2930                   0                 126             -53.627              40.511             115.759               5.567              16.099          -10000.000          -10000.000          -10000.000          -10000.000              90.000          -10000.000                   0                   
                2933                   0                 127              -2.984              31.692              94.867               7.717               3.956          -10000.000          -10000.000          -10000.000          -10000.000              31.000          -10000.000                   0                   
                2935                   0                 128              -1.304              41.167             100.130              19.800               5.432          -10000.000          -10000.000          -10000.000          -10000.000             108.000          -10000.000                   0                   
                2935                   0                 129              -6.772              47.920             100.999              35.983              11.395          -10000.000          -10000.000          -10000.000          -10000.000             410.000          -10000.000                   0                   
                2936                   0                 130              -6.903              62.980              99.613              14.133               2.776          -10000.000          -10000.000          -10000.000          -10000.000              39.000          -10000.000                   0                   
                2937                   0                 131               0.854              45.172              98.067               3.283               2.658          -10000.000          -10000.000          -10000.000          -10000.000               9.000          -10000.000                   0                   
                2937                   0                 132             -12.275              53.800              98.283              16.833               4.535          -10000.000          -10000.000          -10000.000          -10000.000              76.000          -10000.000                   0                   
                2937                   0                 133             -14.558              48.039              94.171               6.617               4.968          -10000.000          -10000.000          -10000.000          -10000.000              33.000          -10000.000                   0                   
                2937                   0                 134             -14.299              50.305              97.963              18.367               5.940          -10000.000          -10000.000          -10000.000          -10000.000             109.000          -10000.000                   0                   
                2937                   0                 135              -7.997              53.716             104.158              24.233              10.542          -10000.000          -10000.000          -10000.000          -10000.000             255.000          -10000.000                   0                   
                2937                   0                 136              11.164              42.094             107.105               3.367               7.304          -10000.000          -10000.000          -10000.000          -10000.000              25.000          -10000.000                   0                   
                2939                   0                 137              -6.497              48.126             101.976              24.050               6.197          -10000.000          -10000.000          -10000.000          -10000.000             149.000          -10000.000                   0                   
                2939                   0                 138              -5.181              51.493             104.165               6.383               8.791          -10000.000          -10000.000          -10000.000          -10000.000              56.000          -10000.000                   0                   
                2940                   0                 139             -15.164              60.534              98.064              14.150               6.365          -10000.000          -10000.000          -10000.000          -10000.000              90.000          -10000.000                   0                   
                2941                   0                 140               1.813              30.191              89.861              11.133               3.958          -10000.000          -10000.000          -10000.000          -10000.000              44.000          -10000.000                   0                   
                2941                   0                 141               7.312               7.764              81.659               3.017               6.950          -10000.000          -10000.000          -10000.000          -10000.000              21.000          -10000.000                   0                   
                2941                   0                 142               5.261               1.630              84.468               5.967               9.020          -10000.000          -10000.000          -10000.000          -10000.000              54.000          -10000.000                   0                   
                2941                   0                 143               2.762              14.418              91.186               6.133               5.388          -10000.000          -10000.000          -10000.000          -10000.000              33.000          -10000.000                   0                   
                2942                   0                 144              -0.880              29.825              94.186               3.950               3.293          -10000.000          -10000.000          -10000.000          -10000.000              13.000          -10000.000                   0                   
                2942                   0                 145               0.758               6.961              89.168               4.633               3.828          -10000.000          -10000.000          -10000.000          -10000.000              18.000          -10000.000                   0                   
                2942                   0                 146               1.626              16.277              90.297               4.250               3.407          -10000.000          -10000.000          -10000.000          -10000.000              14.000          -10000.000                   0                   
                2942                   0                 147               3.363              26.132              89.755              19.517               5.782          -10000.000          -10000.000          -10000.000          -10000.000             113.000          -10000.000                   0                   
                2943                   0                 148              -3.718              37.733              93.783              32.017               8.654          -10000.000          -10000.000          -10000.000          -10000.000             277.000          -10000.000                   0                   
                2944                   0                 149              -5.321              41.797              95.867               7.233               9.210          -10000.000          -10000.000          -10000.000          -10000.000              67.000          -10000.000                   0                   
                2945                   0                 150              -3.795              34.985              96.539               3.100               3.985          -10000.000          -10000.000          -10000.000          -10000.000              12.000          -10000.000                   0                   
                2946                   0                 151             -50.582              43.183              94.937              13.833              10.360          -10000.000          -10000.000          -10000.000          -10000.000             143.000          -10000.000                   0                   
                2947                   0                 152             -44.026              40.508              96.949               8.267               5.711          -10000.000          -10000.000          -10000.000          -10000.000              47.000          -10000.000                   0                   
                2948                   0                 153             -47.061              43.091              98.532              17.717               6.635          -10000.000          -10000.000          -10000.000          -10000.000             118.000          -10000.000                   0                   
                2949                   0                 154             -44.193              44.602             101.288              12.767               5.760          -10000.000          -10000.000          -10000.000          -10000.000              74.000          -10000.000                   0                   
                2950                   0                 155             -46.549              43.614              99.848              19.967               4.002          -10000.000          -10000.000          -10000.000          -10000.000              80.000          -10000.000                   0                   
                2953                   0                 156             -48.411              35.265              99.678              16.883               3.059          -10000.000          -10000.000          -10000.000          -10000.000              52.000          -10000.000                   0                   
                2954                   0                 157             -51.882              48.284             109.385              11.800              13.304          -10000.000          -10000.000          -10000.000          -10000.000             157.000          -10000.000                   0                   
                2954                   0                 158             -46.652              40.278             110.277               3.467              65.356          -10000.000          -10000.000          -10000.000          -10000.000             227.000          -10000.000                   0                   
                2955                   0                 159             -47.727              36.303             112.619              12.317               9.361          -10000.000          -10000.000          -10000.000          -10000.000             115.000          -10000.000                   0                   
                2956                   0                 160             -50.514              43.709             110.108              20.417               6.166          -10000.000          -10000.000          -10000.000          -10000.000             126.000          -10000.000                   0                   
                2957                   0                 161             -45.742              40.404             111.470               4.817              23.779          -10000.000          -10000.000          -10000.000          -10000.000             115.000          -10000.000                   0                   
