VERSION_5_0 4-stim
P	0	11	0	23.7592	-18.6093	83.2939	-0.862305	0.439618	0.25133	4.662	3.204	80	-10000	0	-1	1	A	0	18055	0	1.12892	-1	0	0	-10000
P	0	12	0	7.60604	-9.78242	88.0488	0.888807	-0.343708	-0.303127	2.151	1.641	98	-10000	0	-1	1	A	0	18055	0	0.379157	-1	0	0	-10000
P	0	13	0	22.8586	-17.4021	83.1043	-0.881953	0.391559	0.262373	4.347	2.898	77	-10000	0	-1	1	A	0	18055	0	0.964281	-1	0	0	-10000
P	0	14	0	6.23949	-9.64434	87.974	0.920509	-0.250511	-0.299847	1.377	0.669	116	-10000	0	-1	1	A	0	18055	0	0.102212	-1	0	0	-10000
P	0	15	0	30.735	2.00377	85.1201	-0.319658	0.299342	0.899007	0.981	0.186	92	-10000	0	-1	1	A	0	18055	0	0.0328274	-1	0	0	-10000
P	0	16	0	38.2964	-0.984411	83.0804	-0.447004	0.522701	0.725928	0.831	0.084	-10000	-10000	0	-1	1	A	0	18055	0	-10000	-1	0	0	-10000
P	0	17	0	34.529	3.0706	88.8503	-0.494966	0.491194	0.716755	0.999	0.078	-10000	-10000	0	-1	1	A	0	18055	0	-10000	-1	0	0	-10000
P	0	18	0	39.0957	0.703322	82.2518	-0.489992	0.466529	0.736382	0.855	0.081	-10000	-10000	0	-1	1	A	0	18055	0	-10000	-1	0	0	-10000
P	0	19	0	34.9903	4.28471	88.1034	-0.536497	0.428956	0.726751	1.038	0.084	-10000	-10000	0	-1	1	A	0	18055	0	-10000	-1	0	0	-10000
P	0	20	0	39.7197	0.467622	83.397	-0.521525	0.478413	0.706493	0.804	0.048	-10000	-10000	0	-1	1	A	0	18055	0	-10000	-1	0	0	-10000
P	0	21	0	52.9343	-4.52033	101.834	-0.711897	0.589143	0.382249	2.085	0.642	53	-10000	0	-1	1	A	0	18055	0	0.330363	-1	0	0	-10000
P	0	22	0	58.6934	0.510781	109.675	-0.506939	0.802534	0.314567	1.659	0.285	60	-10000	0	-1	1	A	0	18055	0	0.136567	-1	0	0	-10000
P	0	23	0	51.1153	-2.87116	101.417	0.34003	0.711409	0.615042	2.895	1.068	54	-10000	0	-1	1	A	0	18055	0	0.423598	-1	0	0	-10000
P	0	24	0	58.3045	1.23417	108.993	-0.522987	0.775613	0.353426	1.518	0.207	54	-10000	0	-1	1	A	0	18055	0	0.0565456	-1	0	0	-10000
P	0	25	0	59.4845	1.30445	110.306	-0.540122	0.776237	0.325152	1.584	0.27	59	-10000	0	-1	1	A	0	18055	0	0.11129	-1	0	0	-10000
P	0	26	0	59.9985	0.47763	111.147	-0.51989	0.792237	0.319491	1.647	0.285	60	-10000	0	-1	1	A	0	18055	0	0.119821	-1	0	0	-10000
P	0	27	0	63.3765	-4.8159	108.413	-0.457504	0.862881	0.214772	1.698	0.399	47	-10000	0	-1	1	A	0	18055	0	0.153714	-1	0	0	-10000
P	0	28	0	59.5904	1.04054	112.203	-0.504559	0.794269	0.338462	1.635	0.276	60	-10000	0	-1	1	A	0	18055	0	0.103956	-1	0	0	-10000
P	0	29	0	62.5105	-6.33149	109.052	-0.423306	0.874349	0.23733	1.863	0.429	47	-10000	0	-1	1	A	0	18055	0	0.151483	-1	0	0	-10000
P	0	30	0	58.689	0.276517	111.312	-0.533127	0.779702	0.328389	1.533	0.357	59	-10000	0	-1	1	A	0	18055	0	0.105582	-1	0	0	-10000
P	0	31	0	4.1047	-26.1486	91.0072	-0.715249	0.214147	0.665252	0.609	0.162	84	-10000	0	-1	1	A	0	18055	0	0.0601635	-1	0	0	-10000
P	0	32	0	4.61087	-23.9708	87.943	-0.791062	0.308595	0.528194	1.629	0.63	83	-10000	0	-1	1	A	0	18055	0	0.298581	-1	0	0	-10000
