VERSION_5_0 4-1-Flutter
P	0	1799	0	54.295	2.48585	88.978	2.35918	0.0584402	1.10729	2.682	0.285	86	170.25	1	-1	1	A	0	18026	0	0.0524998	-1	0	0	-10000
P	0	1867	0	49.1764	3.49197	101.677	1.80451	0.270724	1.67465	2.622	0.516	45	160.25	1	9	1	A	0	18026	0	0.130947	-1	0	0	-10000
P	0	1868	0	49.1175	3.25325	101.677	1.79244	0.273899	1.66309	1.68	0.417	47	159.5	1	9	1	A	0	18026	0	0.122408	-1	0	0	-10000
P	0	1875	0	49.7332	5.80748	90.4225	2.43163	-0.00860735	1.15879	1.071	0.096	53	140.25	1	9	1	A	0	18026	0	0.0475143	-1	0	0	-10000
P	0	1884	0	66.9859	9.32874	100.458	-0.832446	-0.339572	-0.437864	1.065	0.177	81	-10000	0	-1	1	A	0	18055	0	0.138478	-1	0	0	-10000
P	0	1889	0	67.7161	10.3706	101.089	-0.897947	-0.19062	-0.39668	0.942	0.216	84	-10000	0	-1	1	A	0	18055	0	0.151425	-1	0	0	-10000
P	0	1892	0	65.4116	9.65406	100.27	-0.88705	-0.230372	-0.400089	0.939	0.207	84	-10000	0	-1	1	A	0	18055	0	0.148223	-1	0	0	-10000
P	0	1898	0	65.6982	8.43819	98.3916	-0.873054	-0.239999	-0.424472	0.891	0.156	84	-10000	0	-1	1	A	0	18055	0	0.119998	-1	0	0	-10000
P	0	1899	0	64.6642	8.06112	97.9181	-0.930003	-0.129897	-0.343834	1.113	0.186	81	-10000	0	-1	1	A	0	18055	0	0.107499	-1	0	0	-10000
P	0	1902	0	51.4865	15.033	96.1098	-0.526378	-0.841245	0.123418	1.098	0.174	71	-10000	0	-1	1	A	0	18055	0	0.0946431	-1	0	0	-10000
P	0	1903	0	49.397	6.28183	97.0975	-0.815385	-0.56805	-0.111655	1.569	0.627	67	-10000	0	-1	1	A	0	18055	0	0.238252	-1	0	0	-10000
P	0	1904	0	49.9113	2.00936	93.9611	-0.899967	0.202858	0.385886	1.215	0.201	71	-10000	0	-1	1	A	0	18055	0	0.0632484	-1	0	0	-10000
P	0	1905	0	50.5158	14.7571	96.0441	-0.540546	-0.833363	0.115393	0.984	0.18	71	-10000	0	-1	1	A	0	18055	0	0.100592	-1	0	0	-10000
P	0	1906	0	48.1402	6.00284	96.7387	-0.844421	-0.518735	-0.13367	1.395	0.627	67	-10000	0	-1	1	A	0	18055	0	0.227247	-1	0	0	-10000
P	0	1907	0	48.7815	14.6823	96.7005	-0.448902	-0.893506	0.0116004	1.053	0.183	71	-10000	0	-1	1	A	0	18055	0	0.0984867	-1	0	0	-10000
P	0	1908	0	47.4348	5.13902	96.158	-0.873895	-0.46678	-0.135734	1.353	0.585	67	-10000	0	-1	1	A	0	18055	0	0.219336	-1	0	0	-10000
P	0	1909	0	46.1231	3.6856	96.3815	-0.932099	-0.34268	-0.117312	1.239	0.333	67	-10000	0	-1	1	A	0	18055	0	0.183293	-1	0	0	-10000
P	0	1910	0	40.9092	6.26342	94.6824	-0.436767	-0.850206	0.293911	1.632	0.309	65	-10000	0	-1	1	A	0	18055	0	0.227016	-1	0	0	-10000
P	0	1912	0	52.4462	3.90591	97.3831	-0.971622	-0.236258	0.0115413	3.264	1.758	70	-10000	0	-1	1	A	0	18055	0	0.713651	-1	0	0	-10000
P	0	1917	0	45.7764	10.1315	98.0879	-0.523896	-0.670703	0.525062	1.617	1.299	64	-10000	0	-1	1	A	0	18055	0	0.319699	-1	0	0	-10000
P	0	1920	0	48.5334	5.94032	100.396	-0.625332	-0.716718	0.308665	2.949	1.215	65	-10000	0	-1	1	A	0	18055	0	0.573525	-1	0	0	-10000
P	0	1921	0	49.0156	6.96974	98.9686	-0.586449	-0.780197	0.217645	1.785	1.062	66	-10000	0	-1	1	A	0	18055	0	0.172056	-1	0	0	-10000
P	0	1922	0	52.6308	-0.0265747	95.5214	-0.667927	0.725618	0.165383	1.395	0.465	72	-10000	0	-1	1	A	0	18055	0	0.134702	-1	0	0	-10000
P	0	1923	0	53.5236	10.425	95.7069	-0.455175	-0.890099	0.0232372	1.254	0.186	82	-10000	0	-1	1	A	0	18055	0	0.0118308	-1	0	0	-10000
P	0	1924	0	54.7175	10.3493	95.5905	-0.448735	-0.893515	-0.0163778	0.822	0.279	84	-10000	0	-1	1	A	0	18055	0	0.0216067	-1	0	0	-10000
P	0	1925	0	57.7557	-6.84543	92.8014	-0.546262	0.811961	0.205712	2.838	1.956	57	-10000	0	-1	1	A	0	18055	0	0.743015	-1	0	0	-10000
P	0	1926	0	52.1209	-0.96353	95.244	-0.735136	0.632051	0.245128	0.852	0.402	75	-10000	0	-1	1	A	0	18055	0	0.154421	-1	0	0	-10000
P	0	1927	0	51.3212	5.80748	97.5502	-0.608436	-0.777548	0.158823	1.818	0.927	69	-10000	0	-1	1	A	0	18055	0	0.303117	-1	0	0	-10000
P	0	1928	0	52.6059	-1.6691	96.1219	-0.794316	0.51116	0.328294	1.197	0.273	73	-10000	0	-1	1	A	0	18055	0	0.0851159	-1	0	0	-10000
P	0	1934	0	47.4448	4.37788	113.077	-0.803047	-0.588366	-0.0945628	6.789	4.362	53	-10000	0	-1	1	A	0	18055	0	1.8525	-1	0	0	-10000
P	0	1936	0	46.3479	5.45702	112.388	-0.890155	-0.455626	0.00547997	5.982	3.816	54	-10000	0	-1	1	A	0	18055	0	1.55888	-1	0	0	-10000
P	0	1942	0	49.192	5.70578	114.271	-0.890596	-0.443816	-0.09933	7.203	5.241	55	-10000	0	-1	1	A	0	18055	0	1.68871	-1	0	0	-10000
P	0	1952	0	49.1487	4.90468	115.535	-0.881385	-0.447161	-0.15234	7.302	6.573	54	-10000	0	-1	1	A	0	18055	0	1.91255	-1	0	0	-10000
P	0	1954	0	47.2821	4.35118	115.626	-0.803852	-0.587386	-0.0938077	6.966	4.839	51	-10000	0	-1	1	A	0	18055	0	1.88278	-1	0	0	-10000
