,index,ChannelID,SiteIndex,X,Y,Z,DurationTime,AverageForce,MaxTemperature,MaxPower,BaseImpedance,ImpedanceDrop,FTI,RFIndex,TagIndexStatus,StartTs,EndTs,PresetName,PresetId,Comment,Site,Color,Seq
82,2908,0,83,-48.623999999999995,19.416,80.295,4.217,14.645,-10000.0,-10000.0,-10000.0,-10000.0,62.0,-10000.0,0,7379340,7387790,Preset,1,,derechas,4.0,3.0
83,2908,0,84,-56.036,18.442999999999998,79.485,3.7,11.944,-10000.0,-10000.0,-10000.0,-10000.0,44.0,-10000.0,0,7379340,7387790,Preset,1,,derechas,5.0,31.0
84,2909,0,85,-52.532,12.89,81.14699999999999,7.2,19.326,-10000.0,-10000.0,-10000.0,-10000.0,139.0,-10000.0,0,7402340,7410590,Preset,1,,derechas,5.0,33.0
85,2910,0,86,-54.161,15.534,80.911,4.7669999999999995,12.347000000000001,-10000.0,-10000.0,-10000.0,-10000.0,59.0,-10000.0,0,7422940,7428240,Preset,1,,derechas,5.0,32.0
86,2911,0,87,-48.883,16.923,82.096,26.433000000000003,13.397,-10000.0,-10000.0,-10000.0,-10000.0,354.0,-10000.0,0,7439540,7467640,Preset,1,,derechas,5.0,35.0
87,2913,0,88,-50.852,10.558,84.82799999999999,23.816999999999997,17.42,-10000.0,-10000.0,-10000.0,-10000.0,415.0,-10000.0,0,7489640,7520540,Preset,1,,derechas,3.0,
88,2913,0,89,-49.733000000000004,14.513,82.83200000000001,6.567,10.672,-10000.0,-10000.0,-10000.0,-10000.0,70.0,-10000.0,0,7489640,7520540,Preset,1,,derechas,5.0,34.0
89,2914,0,90,-46.395,12.53,81.607,6.117000000000001,13.252,-10000.0,-10000.0,-10000.0,-10000.0,81.0,-10000.0,0,7571890,7625040,Preset,1,,derechas,3.0,
90,2914,0,91,-51.306999999999995,17.506,79.747,3.6,10.661,-10000.0,-10000.0,-10000.0,-10000.0,38.0,-10000.0,0,7571890,7625040,Preset,1,,derechas,3.0,
91,2914,0,92,-46.755,17.941,80.381,5.45,9.797,-10000.0,-10000.0,-10000.0,-10000.0,53.0,-10000.0,0,7571890,7625040,Preset,1,,derechas,4.0,2.0
92,2914,0,93,-49.841,20.539,79.877,3.35,8.814,-10000.0,-10000.0,-10000.0,-10000.0,30.0,-10000.0,0,7571890,7625040,Preset,1,,derechas,4.0,4.0
93,2914,0,94,-42.94,20.706999999999997,81.795,15.75,11.12,-10000.0,-10000.0,-10000.0,-10000.0,175.0,-10000.0,0,7571890,7625040,Preset,1,,derechas,5.0,36.0
94,2914,0,95,-48.472,29.432,84.45200000000001,18.383,9.969,-10000.0,-10000.0,-10000.0,-10000.0,183.0,-10000.0,0,7571890,7625040,Preset,1,,derechas,3.0,
95,2915,0,96,-51.763999999999996,35.577,92.375,12.533,8.032,-10000.0,-10000.0,-10000.0,-10000.0,101.0,-10000.0,0,7630540,7645790,Preset,1,,derechas,4.0,10.0
96,2916,0,97,-50.402,39.381,97.109,16.433,8.791,-10000.0,-10000.0,-10000.0,-10000.0,144.0,-10000.0,0,7647590,7676590,Preset,1,,derechas,4.0,11.0
97,2916,0,98,-45.765,35.805,105.322,12.05,2.98,-10000.0,-10000.0,-10000.0,-10000.0,36.0,-10000.0,0,7647590,7676590,Preset,1,,derechas,4.0,13.0
98,2917,0,99,-59.22,25.288,85.251,3.517,4.218999999999999,-10000.0,-10000.0,-10000.0,-10000.0,15.0,-10000.0,0,7710440,7770290,Preset,1,,derechas,5.0,30.0
99,2917,0,100,-64.69,24.574,82.704,3.133,2.7289999999999996,-10000.0,-10000.0,-10000.0,-10000.0,9.0,-10000.0,0,7710440,7770290,Preset,1,,derechas,5.0,29.0
100,2917,0,101,-65.028,25.009,88.113,3.25,2.43,-10000.0,-10000.0,-10000.0,-10000.0,8.0,-10000.0,0,7710440,7770290,Preset,1,,derechas,3.0,
101,2917,0,102,-68.755,26.395,84.92,6.75,3.0780000000000003,-10000.0,-10000.0,-10000.0,-10000.0,21.0,-10000.0,0,7710440,7770290,Preset,1,,derechas,5.0,28.0
102,2917,0,103,-71.657,27.018,83.462,21.433000000000003,8.948,-10000.0,-10000.0,-10000.0,-10000.0,192.0,-10000.0,0,7710440,7770290,Preset,1,,derechas,3.0,
103,2918,0,104,-57.677,26.84,88.646,5.7,7.255,-10000.0,-10000.0,-10000.0,-10000.0,41.0,-10000.0,0,7808490,7835440,Preset,1,,derechas,4.0,8.0
104,2918,0,105,-55.788999999999994,24.218000000000004,85.959,4.4830000000000005,8.144,-10000.0,-10000.0,-10000.0,-10000.0,37.0,-10000.0,0,7808490,7835440,Preset,1,,derechas,4.0,7.0
105,2919,0,106,-58.04600000000001,30.506999999999998,91.054,5.582999999999999,2.517,-10000.0,-10000.0,-10000.0,-10000.0,14.0,-10000.0,0,7845540,7865090,Preset,1,,derechas,3.0,
106,2919,0,107,-54.988,29.825,88.495,4.617,10.606,-10000.0,-10000.0,-10000.0,-10000.0,49.0,-10000.0,0,7845540,7865090,Preset,1,,derechas,4.0,9.0
