             Session           ChannelID           SiteIndex                   X                   Y                   Z        DurationTime        AverageForce      MaxTemperature            MaxPower       BaseImpedance       ImpedanceDrop                 FTI             RFIndex      TagIndexStatus                   
                3057                   0                  35              11.725             -17.437              78.279              36.050              10.445          -10000.000          -10000.000          -10000.000          -10000.000             377.000          -10000.000                   0                   
                3058                   0                  36             -12.526              -4.139              62.941               3.717              11.558          -10000.000          -10000.000          -10000.000          -10000.000              43.000          -10000.000                   0                   
                3058                   0                  37             -20.611               0.969              65.409               3.050              11.611          -10000.000          -10000.000          -10000.000          -10000.000              35.000          -10000.000                   0                   
                3058                   0                  38             -22.032               2.050              65.991               3.967              13.061          -10000.000          -10000.000          -10000.000          -10000.000              52.000          -10000.000                   0                   
                3058                   0                  39             -15.122              -3.148              63.610              25.067              10.771          -10000.000          -10000.000          -10000.000          -10000.000             270.000          -10000.000                   0                   
                3058                   0                  40             -17.352               1.294              64.936               3.183               9.202          -10000.000          -10000.000          -10000.000          -10000.000              29.000          -10000.000                   0                   
                3058                   0                  41             -19.830               2.295              65.800               3.783               9.513          -10000.000          -10000.000          -10000.000          -10000.000              36.000          -10000.000                   0                   
                3058                   0                  42             -15.324               0.592              64.608              47.567              10.301          -10000.000          -10000.000          -10000.000          -10000.000             490.000          -10000.000                   0                   
                3058                   0                  43             -25.752               6.765              68.261               3.517              10.054          -10000.000          -10000.000          -10000.000          -10000.000              35.000          -10000.000                   0                   
                3058                   0                  44             -15.573               3.240              66.188              32.100               7.736          -10000.000          -10000.000          -10000.000          -10000.000             248.000          -10000.000                   0                   
                3059                   0                  45             -19.114               8.189              68.312               5.433              12.731          -10000.000          -10000.000          -10000.000          -10000.000              69.000          -10000.000                   0                   
                3059                   0                  46             -14.881               6.354              69.002              48.767               9.237          -10000.000          -10000.000          -10000.000          -10000.000             450.000          -10000.000                   0                   
                3060                   0                  47              -7.194              12.918              80.745              25.683              12.539          -10000.000          -10000.000          -10000.000          -10000.000             322.000          -10000.000                   0                   
                3060                   0                  48              -9.957              13.961              80.549              18.700              11.483          -10000.000          -10000.000          -10000.000          -10000.000             215.000          -10000.000                   0                   
                3060                   0                  49             -19.851              17.149              80.782               3.383               7.294          -10000.000          -10000.000          -10000.000          -10000.000              25.000          -10000.000                   0                   
                3060                   0                  50              -8.147              10.980              76.676               8.483               5.784          -10000.000          -10000.000          -10000.000          -10000.000              49.000          -10000.000                   0                   
                3060                   0                  51              -8.348               7.402              77.219               3.533               3.731          -10000.000          -10000.000          -10000.000          -10000.000              13.000          -10000.000                   0                   
                3061                   0                  52             -16.955               9.288              71.449              55.233              13.411          -10000.000          -10000.000          -10000.000          -10000.000             741.000          -10000.000                   0                   
                3062                   0                  53              -7.211              10.838              82.006               9.033              11.508          -10000.000          -10000.000          -10000.000          -10000.000             104.000          -10000.000                   0                   
                3062                   0                  54             -12.192              14.501              84.748               5.100              13.407          -10000.000          -10000.000          -10000.000          -10000.000              68.000          -10000.000                   0                   
                3062                   0                  55             -17.208              17.219              85.726              13.067              11.542          -10000.000          -10000.000          -10000.000          -10000.000             151.000          -10000.000                   0                   
                3062                   0                  56             -11.638              16.435              82.595               5.050               8.724          -10000.000          -10000.000          -10000.000          -10000.000              44.000          -10000.000                   0                   
                3062                   0                  57             -16.675              18.166              84.786               3.750              11.150          -10000.000          -10000.000          -10000.000          -10000.000              42.000          -10000.000                   0                   
                3062                   0                  58              -9.599              14.679              80.024               4.633               6.293          -10000.000          -10000.000          -10000.000          -10000.000              29.000          -10000.000                   0                   
                3062                   0                  59              -7.211              10.034              77.410               6.567               3.948          -10000.000          -10000.000          -10000.000          -10000.000              26.000          -10000.000                   0                   
                3063                   0                  60             -19.194              11.325              75.314               6.667               2.695          -10000.000          -10000.000          -10000.000          -10000.000              18.000          -10000.000                   0                   
                3064                   0                  61             -23.049              16.233              74.328               3.383               5.023          -10000.000          -10000.000          -10000.000          -10000.000              17.000          -10000.000                   0                   
                3064                   0                  62             -16.822              13.594              72.172               3.017               6.320          -10000.000          -10000.000          -10000.000          -10000.000              19.000          -10000.000                   0                   
                3064                   0                  63             -16.557              13.268              73.085               3.050               3.643          -10000.000          -10000.000          -10000.000          -10000.000              11.000          -10000.000                   0                   
                3065                   0                  64             -18.573              12.180              75.926               4.083          -10000.000          -10000.000          -10000.000          -10000.000          -10000.000          -10000.000          -10000.000                   0                   
                3067                   0                  65             -14.106              21.663              86.983              12.183               9.046          -10000.000          -10000.000          -10000.000          -10000.000             110.000          -10000.000                   0                   
                3067                   0                  66              -7.530              19.935              86.428               8.500              10.503          -10000.000          -10000.000          -10000.000          -10000.000              89.000          -10000.000                   0                   
                3067                   0                  67               0.785              12.759              86.843               3.400               8.051          -10000.000          -10000.000          -10000.000          -10000.000              27.000          -10000.000                   0                   
                3067                   0                  68              -6.182              15.001              88.409               5.867              10.664          -10000.000          -10000.000          -10000.000          -10000.000              63.000          -10000.000                   0                   
                3067                   0                  69             -11.406              17.562              87.818               4.567              12.751          -10000.000          -10000.000          -10000.000          -10000.000              58.000          -10000.000                   0                   
                3067                   0                  70              -1.355              12.283              86.586               3.900               5.113          -10000.000          -10000.000          -10000.000          -10000.000              20.000          -10000.000                   0                   
                3067                   0                  71              -8.281              15.195              86.515               3.017              12.504          -10000.000          -10000.000          -10000.000          -10000.000              38.000          -10000.000                   0                   
                3067                   0                  72             -10.031              17.144              87.344               8.800              12.040          -10000.000          -10000.000          -10000.000          -10000.000             106.000          -10000.000                   0                   
                3067                   0                  73              -8.349              17.534              87.787               3.917               9.420          -10000.000          -10000.000          -10000.000          -10000.000              37.000          -10000.000                   0                   
                3067                   0                  74               4.660              12.899              86.263               4.567               5.381          -10000.000          -10000.000          -10000.000          -10000.000              25.000          -10000.000                   0                   
                3067                   0                  75              -1.846              15.026              89.761              11.300               5.977          -10000.000          -10000.000          -10000.000          -10000.000              68.000          -10000.000                   0                   
                3067                   0                  76               5.214              16.158              88.986               4.167               6.166          -10000.000          -10000.000          -10000.000          -10000.000              26.000          -10000.000                   0                   
                3067                   0                  77              -0.611              17.335              92.210               6.150               8.733          -10000.000          -10000.000          -10000.000          -10000.000              54.000          -10000.000                   0                   
                3067                   0                  78              -2.563              15.091              90.719               4.733               8.920          -10000.000          -10000.000          -10000.000          -10000.000              42.000          -10000.000                   0                   
                3068                   0                  79              -1.646              11.094              87.063               3.133              23.153          -10000.000          -10000.000          -10000.000          -10000.000              73.000          -10000.000                   0                   
                3068                   0                  80               5.568               5.235              88.725               4.917              22.538          -10000.000          -10000.000          -10000.000          -10000.000             111.000          -10000.000                   0                   
                3068                   0                  81               0.852               8.059              87.411               7.200              17.330          -10000.000          -10000.000          -10000.000          -10000.000             125.000          -10000.000                   0                   
                3068                   0                  82               5.388               6.671              88.644               6.650              17.758          -10000.000          -10000.000          -10000.000          -10000.000             118.000          -10000.000                   0                   
                3068                   0                  83               1.191               7.349              83.939              17.800              17.752          -10000.000          -10000.000          -10000.000          -10000.000             316.000          -10000.000                   0                   
                3068                   0                  84              -0.339               4.294              79.079               3.233              21.834          -10000.000          -10000.000          -10000.000          -10000.000              71.000          -10000.000                   0                   
                3069                   0                  85               1.778               1.807              80.500               5.267              12.328          -10000.000          -10000.000          -10000.000          -10000.000              65.000          -10000.000                   0                   
                3069                   0                  86               7.800              -2.369              81.773               4.067              13.675          -10000.000          -10000.000          -10000.000          -10000.000              56.000          -10000.000                   0                   
                3069                   0                  87               9.336              -3.731              82.613               4.500              11.444          -10000.000          -10000.000          -10000.000          -10000.000              51.000          -10000.000                   0                   
                3069                   0                  88               3.856              -1.427              82.138               5.317              16.629          -10000.000          -10000.000          -10000.000          -10000.000              88.000          -10000.000                   0                   
                3069                   0                  89               7.818              -7.257              83.473               3.250              18.153          -10000.000          -10000.000          -10000.000          -10000.000              59.000          -10000.000                   0                   
                3070                   0                  90               0.033               2.450              78.955               3.350               6.994          -10000.000          -10000.000          -10000.000          -10000.000              23.000          -10000.000                   0                   
                3070                   0                  91              -1.632              -1.405              76.561               3.133              12.413          -10000.000          -10000.000          -10000.000          -10000.000              39.000          -10000.000                   0                   
                3071                   0                  92               8.844             -10.676              80.453               4.383               3.557          -10000.000          -10000.000          -10000.000          -10000.000              16.000          -10000.000                   0                   
                3071                   0                  93              13.170             -14.808              79.850               7.117               7.360          -10000.000          -10000.000          -10000.000          -10000.000              52.000          -10000.000                   0                   
                3071                   0                  94              13.989             -19.205              84.350               3.017              13.271          -10000.000          -10000.000          -10000.000          -10000.000              40.000          -10000.000                   0                   
                3071                   0                  95               7.636             -10.825              80.525               3.683              12.629          -10000.000          -10000.000          -10000.000          -10000.000              47.000          -10000.000                   0                   
                3071                   0                  96               6.060              -4.802              81.244              11.717              13.886          -10000.000          -10000.000          -10000.000          -10000.000             163.000          -10000.000                   0                   
                3071                   0                  97               6.423              -6.130              81.244               3.433              17.540          -10000.000          -10000.000          -10000.000          -10000.000              60.000          -10000.000                   0                   
                3071                   0                  98               4.894               0.801              82.809               3.017              14.629          -10000.000          -10000.000          -10000.000          -10000.000              44.000          -10000.000                   0                   
                3071                   0                  99               5.431               0.088              82.625               3.050              16.822          -10000.000          -10000.000          -10000.000          -10000.000              51.000          -10000.000                   0                   
                3071                   0                 100               5.942              -1.505              82.577               5.550              17.539          -10000.000          -10000.000          -10000.000          -10000.000              97.000          -10000.000                   0                   
                3071                   0                 101               4.513              -0.648              81.815               3.417              17.424          -10000.000          -10000.000          -10000.000          -10000.000              60.000          -10000.000                   0                   
                3071                   0                 102               9.667              -4.450              83.149               5.233              17.642          -10000.000          -10000.000          -10000.000          -10000.000              92.000          -10000.000                   0                   
                3071                   0                 103               5.477              -0.598              83.943               4.183              16.997          -10000.000          -10000.000          -10000.000          -10000.000              71.000          -10000.000                   0                   
                3072                   0                 104             -59.850             -27.720              88.229              15.250              33.287          -10000.000          -10000.000          -10000.000          -10000.000             508.000          -10000.000                   0                   
                3072                   0                 105             -58.163             -21.474              91.797               3.050              17.577          -10000.000          -10000.000          -10000.000          -10000.000              54.000          -10000.000                   0                   
                3072                   0                 106             -55.824             -19.799              94.964               3.583              12.135          -10000.000          -10000.000          -10000.000          -10000.000              43.000          -10000.000                   0                   
                3072                   0                 107             -57.348             -26.670              90.584               8.250              10.315          -10000.000          -10000.000          -10000.000          -10000.000              85.000          -10000.000                   0                   
                3072                   0                 108             -57.969             -30.573              89.584               7.267               9.527          -10000.000          -10000.000          -10000.000          -10000.000              69.000          -10000.000                   0                   
                3072                   0                 109             -56.831             -26.273              86.451              34.300              22.420          -10000.000          -10000.000          -10000.000          -10000.000             769.000          -10000.000                   0                   
                3072                   0                 110             -56.648             -27.024              83.067               7.667              29.728          -10000.000          -10000.000          -10000.000          -10000.000             228.000          -10000.000                   0                   
                3072                   0                 111             -58.592             -31.224              86.654               9.100              24.116          -10000.000          -10000.000          -10000.000          -10000.000             219.000          -10000.000                   0                   
                3072                   0                 112             -58.415             -36.038              88.786               4.900              22.486          -10000.000          -10000.000          -10000.000          -10000.000             110.000          -10000.000                   0                   
                3072                   0                 113             -53.904             -35.253              86.027               6.717              43.105          -10000.000          -10000.000          -10000.000          -10000.000             290.000          -10000.000                   0                   
                3073                   0                 114             -57.795             -17.928              91.236              13.067               6.506          -10000.000          -10000.000          -10000.000          -10000.000              85.000          -10000.000                   0                   
                3073                   0                 115             -53.874             -22.225              91.309               5.733               5.804          -10000.000          -10000.000          -10000.000          -10000.000              33.000          -10000.000                   0                   
                3073                   0                 116             -53.509             -29.863              88.840               4.550               5.543          -10000.000          -10000.000          -10000.000          -10000.000              25.000          -10000.000                   0                   
                3073                   0                 117             -57.117             -24.519              91.372               6.633               8.228          -10000.000          -10000.000          -10000.000          -10000.000              55.000          -10000.000                   0                   
                3073                   0                 118             -56.944             -31.143              92.639               4.550               9.852          -10000.000          -10000.000          -10000.000          -10000.000              45.000          -10000.000                   0                   
                3074                   0                 119             -56.148             -26.823              93.378               3.333              10.026          -10000.000          -10000.000          -10000.000          -10000.000              33.000          -10000.000                   0                   
                3074                   0                 120             -57.519             -19.537              95.313               3.183              24.613          -10000.000          -10000.000          -10000.000          -10000.000              78.000          -10000.000                   0                   
                3074                   0                 121             -57.286             -16.297              95.747              13.433              25.684          -10000.000          -10000.000          -10000.000          -10000.000             345.000          -10000.000                   0                   
                3074                   0                 122             -60.529             -15.284              94.774               3.483              35.656          -10000.000          -10000.000          -10000.000          -10000.000             124.000          -10000.000                   0                   
                3076                   0                 123             -52.614               1.711              96.635               4.450               5.707          -10000.000          -10000.000          -10000.000          -10000.000              25.000          -10000.000                   0                   
                3076                   0                 124             -55.525               2.364              98.002               6.733               4.150          -10000.000          -10000.000          -10000.000          -10000.000              28.000          -10000.000                   0                   
                3077                   0                 125             -56.249               0.728              99.450              10.967               5.975          -10000.000          -10000.000          -10000.000          -10000.000              66.000          -10000.000                   0                   
                3077                   0                 126             -58.825               0.477              97.857               7.650              11.580          -10000.000          -10000.000          -10000.000          -10000.000              89.000          -10000.000                   0                   
                3078                   0                 127             -58.608              -1.262             100.124               7.683               8.589          -10000.000          -10000.000          -10000.000          -10000.000              66.000          -10000.000                   0                   
                3078                   0                 128             -55.158              -1.627             100.687              10.350               9.650          -10000.000          -10000.000          -10000.000          -10000.000             100.000          -10000.000                   0                   
                3078                   0                 129             -50.650              -3.585              96.270               5.267              11.514          -10000.000          -10000.000          -10000.000          -10000.000              61.000          -10000.000                   0                   
                3078                   0                 130             -56.375              -4.486              99.815              10.650              13.205          -10000.000          -10000.000          -10000.000          -10000.000             141.000          -10000.000                   0                   
                3078                   0                 131             -56.938              -6.084              99.972              16.483              15.645          -10000.000          -10000.000          -10000.000          -10000.000             258.000          -10000.000                   0                   
                3078                   0                 132             -57.945              -7.728              99.617               8.650              16.128          -10000.000          -10000.000          -10000.000          -10000.000          -10000.000          -10000.000                   0                   
                3079                   0                 133             -58.737              -5.652              66.557               6.167              10.346          -10000.000          -10000.000          -10000.000          -10000.000              64.000          -10000.000                   0                   
                3079                   0                 134             -61.089             -10.015              65.018               5.800              14.462          -10000.000          -10000.000          -10000.000          -10000.000              84.000          -10000.000                   0                   
                3079                   0                 135             -55.966              -7.711              68.123               3.517               5.027          -10000.000          -10000.000          -10000.000          -10000.000              18.000          -10000.000                   0                   
                3079                   0                 136             -54.890              -3.691              70.097              10.067               9.919          -10000.000          -10000.000          -10000.000          -10000.000             100.000          -10000.000                   0                   
                3079                   0                 137             -49.834              -0.265              72.151               3.517              27.245          -10000.000          -10000.000          -10000.000          -10000.000              96.000          -10000.000                   0                   
                3080                   0                 138             -52.669              -3.089              73.314               3.050              11.100          -10000.000          -10000.000          -10000.000          -10000.000              34.000          -10000.000                   0                   
                3080                   0                 139             -56.565              -2.560              72.129              10.750               8.670          -10000.000          -10000.000          -10000.000          -10000.000              93.000          -10000.000                   0                   
                3080                   0                 140             -53.627              -0.177              76.676               4.650              13.921          -10000.000          -10000.000          -10000.000          -10000.000              65.000          -10000.000                   0                   
                3080                   0                 141             -51.784              -0.873              78.093               8.633              25.120          -10000.000          -10000.000          -10000.000          -10000.000             217.000          -10000.000                   0                   
                3080                   0                 142             -51.523               2.451              77.134               3.950              14.696          -10000.000          -10000.000          -10000.000          -10000.000              58.000          -10000.000                   0                   
                3080                   0                 143             -55.922               2.838              78.808               7.217              12.364          -10000.000          -10000.000          -10000.000          -10000.000              89.000          -10000.000                   0                   
                3080                   0                 144             -51.461               4.235              79.526              17.517              22.664          -10000.000          -10000.000          -10000.000          -10000.000             397.000          -10000.000                   0                   
                3081                   0                 145             -65.188              -8.457              80.938               9.033              23.999          -10000.000          -10000.000          -10000.000          -10000.000             217.000          -10000.000                   0                   
                3081                   0                 146             -62.827              -8.427              78.561               5.050              23.798          -10000.000          -10000.000          -10000.000          -10000.000             120.000          -10000.000                   0                   
                3082                   0                 147             -58.628             -10.044              95.681              15.200               7.666          -10000.000          -10000.000          -10000.000          -10000.000             117.000          -10000.000                   0                   
                3082                   0                 148             -57.355             -11.840              96.170              11.183               6.334          -10000.000          -10000.000          -10000.000          -10000.000              71.000          -10000.000                   0                   
                3082                   0                 149             -56.356             -11.133              97.488              34.833               8.821          -10000.000          -10000.000          -10000.000          -10000.000             307.000          -10000.000                   0                   
                3083                   0                 150             -66.883              -7.885              81.363               5.550              18.589          -10000.000          -10000.000          -10000.000          -10000.000             103.000          -10000.000                   0                   
                3083                   0                 151             -67.997             -11.895              81.842               4.150              17.631          -10000.000          -10000.000          -10000.000          -10000.000              73.000          -10000.000                   0                   
                3083                   0                 152             -65.211              -7.070              79.529               3.017              21.100          -10000.000          -10000.000          -10000.000          -10000.000              64.000          -10000.000                   0                   
                3084                   0                 153             -54.449              -9.883              66.520              12.050              14.236          -10000.000          -10000.000          -10000.000          -10000.000             172.000          -10000.000                   0                   
                3085                   0                 154             -47.868              -6.933              68.626               6.083              12.857          -10000.000          -10000.000          -10000.000          -10000.000              78.000          -10000.000                   0                   
                3085                   0                 155             -40.651              -6.697              69.795               4.933              17.695          -10000.000          -10000.000          -10000.000          -10000.000              87.000          -10000.000                   0                   
                3086                   0                 156             -47.133              -4.588              68.276               4.883               5.063          -10000.000          -10000.000          -10000.000          -10000.000              25.000          -10000.000                   0                   
                3086                   0                 157             -53.770              -3.346              66.883               4.883              11.843          -10000.000          -10000.000          -10000.000          -10000.000              58.000          -10000.000                   0                   
                3087                   0                 158             -48.083               6.078              91.182               5.933               7.408          -10000.000          -10000.000          -10000.000          -10000.000              44.000          -10000.000                   0                   
                3088                   0                 159             -47.553               7.180              90.840               6.233               6.429          -10000.000          -10000.000          -10000.000          -10000.000              40.000          -10000.000                   0                   
                3090                   0                 160             -48.133               9.184              86.339               3.483              18.046          -10000.000          -10000.000          -10000.000          -10000.000              63.000          -10000.000                   0                   
                3091                   0                 161             -46.472               3.684              88.009              10.550               3.394          -10000.000          -10000.000          -10000.000          -10000.000              36.000          -10000.000                   0                   
                3091                   0                 162             -49.741               7.970              86.351               9.067              12.166          -10000.000          -10000.000          -10000.000          -10000.000             110.000          -10000.000                   0                   
                3091                   0                 163             -38.886               4.886              80.332               3.017              18.553          -10000.000          -10000.000          -10000.000          -10000.000              56.000          -10000.000                   0                   
                3091                   0                 164             -52.023               8.589              85.423               9.683              12.485          -10000.000          -10000.000          -10000.000          -10000.000             121.000          -10000.000                   0                   
                3091                   0                 165             -47.674               8.438              86.382               5.017              10.046          -10000.000          -10000.000          -10000.000          -10000.000              50.000          -10000.000                   0                   
                3092                   0                 166             -54.997               1.438              79.892               6.050               8.553          -10000.000          -10000.000          -10000.000          -10000.000              52.000          -10000.000                   0                   
                3092                   0                 167             -54.525               3.914              79.037               6.817               5.743          -10000.000          -10000.000          -10000.000          -10000.000              39.000          -10000.000                   0                   
                3093                   0                 168             -59.331               0.528              78.165               4.433               6.125          -10000.000          -10000.000          -10000.000          -10000.000              27.000          -10000.000                   0                   
                3094                   0                 169             -59.788              -1.357              79.954               4.000              15.565          -10000.000          -10000.000          -10000.000          -10000.000              62.000          -10000.000                   0                   
                3094                   0                 170             -66.186               1.533              79.012              22.750               9.446          -10000.000          -10000.000          -10000.000          -10000.000             215.000          -10000.000                   0                   
                3094                   0                 171             -68.173              -1.411              78.881               3.533               6.405          -10000.000          -10000.000          -10000.000          -10000.000              23.000          -10000.000                   0                   
                3094                   0                 172             -65.673              -3.410              78.327               8.417               7.284          -10000.000          -10000.000          -10000.000          -10000.000              61.000          -10000.000                   0                   
                3094                   0                 173             -69.743              -2.381              79.745              12.233               9.792          -10000.000          -10000.000          -10000.000          -10000.000             120.000          -10000.000                   0                   
                3095                   0                 174             -57.476               3.153              68.013              10.667               9.725          -10000.000          -10000.000          -10000.000          -10000.000             104.000          -10000.000                   0                   
                3095                   0                 175             -51.941               3.798              70.533               8.183              19.661          -10000.000          -10000.000          -10000.000          -10000.000             161.000          -10000.000                   0                   
                3096                   0                 176             -49.600               0.036              70.574               3.583              11.563          -10000.000          -10000.000          -10000.000          -10000.000              41.000          -10000.000                   0                   
                3096                   0                 177             -38.511               0.498              70.045               3.017              16.971          -10000.000          -10000.000          -10000.000          -10000.000              51.000          -10000.000                   0                   
                3096                   0                 178             -39.262               1.034              70.592               4.367               9.752          -10000.000          -10000.000          -10000.000          -10000.000              43.000          -10000.000                   0                   
                3096                   0                 179             -46.014               1.735              71.821               4.367               9.890          -10000.000          -10000.000          -10000.000          -10000.000              43.000          -10000.000                   0                   
                3096                   0                 180             -50.521               1.928              72.239               3.350              14.164          -10000.000          -10000.000          -10000.000          -10000.000              47.000          -10000.000                   0                   
                3097                   0                 181             -56.136               6.020              89.451              13.967               3.331          -10000.000          -10000.000          -10000.000          -10000.000              47.000          -10000.000                   0                   
                3098                   0                 182             -56.532               5.885              89.452               8.600               4.552          -10000.000          -10000.000          -10000.000          -10000.000              39.000          -10000.000                   0                   
                3098                   0                 183             -52.145              -3.069              88.703               3.717               4.378          -10000.000          -10000.000          -10000.000          -10000.000              16.000          -10000.000                   0                   
                3099                   0                 184             -44.139             -33.628              77.743               6.433              17.680          -10000.000          -10000.000          -10000.000          -10000.000             114.000          -10000.000                   0                   
                3100                   0                 185             -44.235             -35.130              76.194               7.817              23.437          -10000.000          -10000.000          -10000.000          -10000.000             183.000          -10000.000                   0                   
                3100                   0                 186             -44.663             -31.881              76.871              11.233              17.742          -10000.000          -10000.000          -10000.000          -10000.000             199.000          -10000.000                   0                   
                3100                   0                 187             -45.516             -35.797              76.087               3.717              21.154          -10000.000          -10000.000          -10000.000          -10000.000              79.000          -10000.000                   0                   
                3100                   0                 188             -44.687             -32.194              77.882              10.850              24.407          -10000.000          -10000.000          -10000.000          -10000.000             265.000          -10000.000                   0                   
                3100                   0                 189             -44.848             -29.982              76.954               5.233              14.142          -10000.000          -10000.000          -10000.000          -10000.000              74.000          -10000.000                   0                   
                3100                   0                 190             -46.585             -32.990              75.570               4.350               9.890          -10000.000          -10000.000          -10000.000          -10000.000              43.000          -10000.000                   0                   
                3100                   0                 191             -48.789             -26.548              75.466              14.067               7.617          -10000.000          -10000.000          -10000.000          -10000.000             107.000          -10000.000                   0                   
                3100                   0                 192             -45.932             -28.216              76.850               3.667               2.711          -10000.000          -10000.000          -10000.000          -10000.000              10.000          -10000.000                   0                   
                3100                   0                 193             -50.634             -24.502              75.746              13.517               6.156          -10000.000          -10000.000          -10000.000          -10000.000              83.000          -10000.000                   0                   
                3101                   0                 194             -51.341             -30.505              77.609              14.100              24.335          -10000.000          -10000.000          -10000.000          -10000.000             343.000          -10000.000                   0                   
                3101                   0                 195             -55.799             -27.135              80.897              22.033              28.069          -10000.000          -10000.000          -10000.000          -10000.000             618.000          -10000.000                   0                   
                3101                   0                 196             -58.339             -24.841              82.188               4.283              44.070          -10000.000          -10000.000          -10000.000          -10000.000             189.000          -10000.000                   0                   
