VERSION_5_0 1-Map
P	0	25	0	-25.3764	23.1065	97.4509	-2.26543	-0.0803389	1.71613	3.078	0.501	-214	-10000	0	-1	1	A	0	18026	0	-10000
P	0	26	0	-33.3222	25.9784	110.071	-1.83467	-0.220999	1.43457	0.897	0.294	-158	-10000	1	9	1	A	0	18026	0	-10000
P	0	27	0	-34.7095	21.8671	119.048	-1.38526	0.185864	1.24527	0.984	1.017	-163	-10000	1	9	1	A	0	18026	0	-10000
P	0	28	0	-31.7032	21.826	119.2	-1.39618	0.21899	1.20168	1.413	0.6	-169	-10000	1	9	1	A	0	18026	0	-10000
P	0	29	0	-36.137	18.9692	119.786	-1.43944	0.12163	1.26783	0.762	0.18	-139	-10000	1	9	1	A	0	18026	0	-10000
P	0	30	0	-12.1837	13.3319	108.337	-2.47658	-0.446453	1.30357	2.097	0.204	-197	-10000	0	-1	1	A	0	18026	0	-10000
P	0	31	0	-21.8458	7.60301	110.305	-2.07501	-0.211493	1.24257	2.073	0.21	-202	-10000	0	-1	1	A	0	18026	0	-10000
P	0	32	0	-20.432	11.1927	113.464	-1.90838	-0.168207	1.16964	2.733	1.2	-201	-10000	0	-1	1	A	0	18026	0	-10000
P	0	33	0	-15.1095	8.75106	115.762	-2.01387	-0.292674	1.0852	3.465	1.671	-194	-10000	0	-1	1	A	0	18026	0	-10000
P	0	34	0	-2.28351	15.2936	107.682	2.58515	-0.734551	2.0001	1.758	0.222	-194	-10000	0	-1	1	A	0	18026	0	-10000
P	0	35	0	-23.0443	16.9201	101.859	-2.35472	-0.322693	1.37441	3.822	2.085	-191	-10000	0	-1	1	A	0	18026	0	-10000
P	0	36	0	-20.2216	10.9409	99.6366	-2.46086	-0.138899	1.51182	2.73	0.96	-177	-10000	0	-1	1	A	0	18026	0	-10000
P	0	37	0	-24.9086	5.34648	86.6961	-2.47777	0.222708	1.69469	0.552	0.075	-191	-10000	0	6	1	A	0	18026	0	-10000
P	0	38	0	-21.2536	7.72282	90.7168	-2.5155	0.162726	1.66276	1.539	0.519	-182	-10000	1	9	1	A	0	18026	0	-10000
P	0	39	0	-25.8553	12.246	99.566	-2.33198	-0.0395985	1.58203	3.741	2.265	-179	-10000	0	-1	1	A	0	18026	0	-10000
P	0	40	0	-21.808	0.411596	92.5759	-2.4519	0.295716	1.77935	1.101	0.318	-180	-10000	0	-1	1	A	0	18026	0	-10000
P	0	41	0	-26.2032	7.2706	104.552	-2.18449	0.0846188	1.69333	0.75	0.237	-174	-10000	1	9	1	A	0	18026	0	-10000
P	0	42	0	-21.8864	-1.49146	90.8745	-2.51264	0.331906	1.78698	1.026	0.129	-144	-10000	0	-1	1	A	0	18026	0	-10000
P	0	43	0	-29.6779	8.91343	103.678	-2.19196	-0.00727167	1.60657	2.436	0.477	-157	-10000	1	9	1	A	0	18026	0	-10000
P	0	44	0	-25.5048	9.4223	101.512	-2.31962	-0.0202721	1.5997	2.64	0.72	-158	-10000	1	9	1	A	0	18026	0	-10000
P	0	45	0	-24.6079	0.634189	84.0853	-2.47497	0.407944	1.81595	0.732	0.06	-150	-10000	0	-1	1	A	0	18026	0	-10000
P	0	46	0	-23.9742	12.1855	103.836	-2.29062	-0.215657	1.40897	1.917	0.219	-197	-10000	0	-1	1	A	0	18026	0	-10000
P	0	47	0	-16.1941	15.5835	97.813	-2.64245	-0.23701	1.50064	2.841	1.674	-144	-10000	0	-1	1	A	0	18026	0	-10000
P	0	48	0	-24.0545	15.1711	98.7475	-2.37002	-0.0607995	1.55539	3.135	1.83	-158	-10000	0	-1	1	A	0	18026	0	-10000
P	0	49	0	-12.2242	9.15369	89.6167	-2.79455	0.134533	1.65078	4.254	2.637	-156	-10000	0	-1	1	A	0	18026	0	-10000
P	0	50	0	-29.8461	11.6447	105.125	-2.07519	0.00677382	1.58634	1.914	0.435	-186	-10000	0	-1	1	A	0	18026	0	-10000
P	0	51	0	-19.5308	22.982	105.303	-2.31031	-0.491303	1.12799	3.3	0.405	-239	-10000	0	-1	1	A	0	18026	0	-10000
P	0	52	0	-12.056	22.6418	103.394	-2.83302	-0.728512	1.46227	2.997	1.977	-172	-10000	0	-1	1	A	0	18026	0	-10000
P	0	53	0	-1.61816	25.3332	101.595	2.83767	-0.755791	1.84226	3.48	1.626	-154	-10000	0	-1	1	A	0	18026	0	-10000
P	0	54	0	-0.169559	26.3626	104.301	2.64809	-0.731152	1.99063	2.979	1.167	-154	-10000	0	-1	1	A	0	18026	0	-10000
P	0	55	0	8.22961	34.5158	101.602	2.31972	-0.499664	2.15532	4.263	4.605	-171	-10000	0	-1	1	A	0	18026	0	-10000
P	0	56	0	22.4355	38.5456	98.5444	2.14201	-0.240368	2.07832	4.707	4.941	-149	-10000	0	-1	1	A	0	18026	0	-10000
P	0	57	0	34.6318	39.1513	96.5093	2.06713	-0.0352856	1.85047	0.702	0.072	-132	-10000	0	-1	1	A	0	18026	0	-10000
P	0	58	0	51.8754	30.1857	84.6882	2.1071	0.212381	1.21809	0.972	0.048	-135	-10000	0	-1	1	A	0	18026	0	-10000
P	0	59	0	46.6369	31.1405	85.1953	2.1831	0.175301	1.26155	1.002	0.087	-136	-10000	0	-1	1	A	0	18026	0	-10000
P	0	60	0	61.2255	23.5473	79.9537	2.0138	0.305777	0.84784	2.64	0.51	-137	-10000	0	-1	1	A	0	18026	0	-10000
P	0	61	0	71.439	19.7552	73.4092	2.14412	0.141141	0.729457	0.933	0.114	-53	-10000	0	-1	1	A	0	18026	0	-10000
P	0	62	0	74.4489	32.7953	69.9	-2.94818	-0.676528	-0.141224	0.813	0.039	-72	-10000	0	-1	1	A	0	18026	0	-10000
P	0	63	0	43.9638	36.3189	85.8191	2.43608	-0.333808	1.16037	0.63	0.027	-117	-10000	0	-1	1	A	0	18026	0	-10000
P	0	64	0	44.1285	36.3899	86.4347	2.45116	-0.333122	1.15676	0.804	0.063	-137	-10000	0	-1	1	A	0	18026	0	-10000
P	0	65	0	44.1776	33.0177	86.5588	2.49711	-0.334345	1.097	1.041	0.063	-147	-10000	0	-1	1	A	0	18026	0	-10000
P	0	66	0	37.5311	19.7602	86.8477	2.18395	0.475149	0.851178	2.799	31.371	-176	-10000	0	6	1	A	0	18026	0	-10000
P	0	67	0	24.3362	35.9872	85.4434	2.89915	-0.00795052	0.927624	1.644	0.819	-171	-10000	0	-1	1	A	0	18026	0	-10000
P	0	68	0	37.6579	33.4456	84.2873	2.5107	-0.138289	1.08375	1.266	0.09	-122	-10000	0	-1	1	A	0	18026	0	-10000
P	0	69	0	50.7403	35.9311	84.9786	2.13827	-0.00309993	1.27267	1.296	0.066	-85	-10000	0	-1	1	A	0	18026	0	-10000
P	0	70	0	51.771	34.6177	83.4043	2.43067	-0.359489	0.937772	0.981	0.03	-153	-10000	0	-1	1	A	0	18026	0	-10000
P	0	71	0	35.5287	36.9429	87.1918	2.41325	-0.170669	1.4131	1.842	0.897	-136	-10000	0	-1	1	A	0	18026	0	-10000
P	0	72	0	44.9265	23.3541	86.4024	2.05528	0.320859	0.935666	1.641	0.165	-73	-10000	0	-1	1	A	0	18026	0	-10000
P	0	73	0	25.2388	33.844	86.3031	2.82066	0.00490486	1.13452	0.891	0.051	-220	-10000	0	-1	1	A	0	18026	0	-10000
P	0	74	0	22.5225	32.6089	86.6242	2.91175	0.0356953	1.02202	0.9	0.018	-237	-10000	0	-1	1	A	0	18026	0	-10000
P	0	75	0	41.5665	32.2101	84.7042	2.34342	-0.0426001	1.10409	1.284	0.189	-122	-10000	0	-1	1	A	0	18026	0	-10000
P	0	76	0	36.0428	29.517	85.2572	2.51705	0.0383009	1.0427	1.377	5.718	-192	-10000	0	6	1	A	0	18026	0	-10000
P	0	77	0	31.7161	34.5884	89.3437	2.37278	-0.100366	1.55371	1.212	0.417	-132	-10000	0	-1	1	A	0	18026	0	-10000
P	0	78	0	35.2893	34.1815	96.2984	2.07518	0.0141822	1.6547	1.614	0.558	-127	-10000	0	-1	1	A	0	18026	0	-10000
P	0	79	0	33.6325	32.3148	94.0268	2.15187	-0.0147628	1.6406	1.47	0.348	-127	-10000	0	-1	1	A	0	18026	0	-10000
P	0	80	0	35.1413	34.0286	96.3914	2.07608	0.0146065	1.67944	1.65	0.618	-128	-10000	1	9	1	A	0	18026	0	-10000
P	0	81	0	36.6143	32.7446	99.4444	1.94497	0.0677959	1.67623	1.728	1.221	-131	-10000	0	-1	1	A	0	18026	0	-10000
P	0	82	0	39.9227	36.738	89.0022	2.27118	0.00395954	1.45203	2.079	5.475	-198	-10000	0	6	1	A	0	18026	0	-10000
P	0	83	0	28.3226	24.2897	87.3048	2.48821	0.0776987	1.393	1.281	0.351	-144	-10000	1	9	1	A	0	18026	0	-10000
P	0	84	0	29.8154	43.6433	99.5419	2.00154	-0.0971715	1.96192	3.222	3.654	-142	-10000	0	-1	1	A	0	18026	0	-10000
P	0	85	0	30.7677	42.8156	99.0444	1.99552	-0.0820435	1.93581	2.694	2.676	-141	-10000	0	-1	1	A	0	18026	0	-10000
P	0	86	0	31.1704	39.6534	94.7331	2.08035	-0.0536464	1.87953	1.833	1.395	-144	-10000	1	9	1	A	0	18026	0	-10000
P	0	87	0	32.9396	37.9098	99.8967	1.98184	0.0346026	1.87539	1.872	1.692	-141	-10000	1	9	1	A	0	18026	0	-10000
P	0	88	0	34.9962	34.9779	98.0901	1.99286	0.0628132	1.82099	0.918	0.303	-140	-10000	1	9	1	A	0	18026	0	-10000
P	0	89	0	38.2082	39.6663	99.433	1.89387	0.182088	1.8256	1.413	0.477	-104	-10000	1	9	1	A	0	18026	0	-10000
P	0	90	0	40.2065	29.3682	100.999	1.8674	0.189073	1.59087	1.581	0.453	-130	-10000	0	-1	1	A	0	18026	0	-10000
P	0	91	0	32.743	24.576	90.3997	2.30571	0.0946514	1.5168	1.266	0.177	-142	-10000	1	9	1	A	0	18026	0	-10000
P	0	92	0	35.6042	23.2607	94.9195	2.13874	0.121225	1.50907	2.457	0.393	-233	-10000	1	9	1	A	0	18026	0	-10000
P	0	93	0	33.6439	22.0499	92.6748	2.17851	0.134977	1.51374	1.734	0.585	-142	-10000	0	-1	1	A	0	18026	0	-10000
P	0	94	0	37.3996	23.0541	98.439	2.0375	0.129802	1.51221	1.971	1.263	-147	-10000	1	9	1	A	0	18026	0	-10000
P	0	95	0	42.1663	20.3309	94.3448	2.02682	0.280197	1.17299	2.43	0.828	-113	-10000	0	-1	1	A	0	18026	0	-10000
